営業担当,取扱会社種別,仕事番号,取扱事業所名,事業種別,顧客名,契約形態,募集人数,就業先名称,就業先住所,就業先備考,発注拠点数,発注人数,取引継続期間,売上見込額,利益率,特別事項,発注業務,発注業務詳細,対策内容,請求単価①,請求単位①,利益率①,請求情報①備考,請求単価②,請求単位②,利益率②,請求情報②備考,請求単価③,請求単位③,利益率③,請求情報③備考,雇用保険加入,社会保険加入,支払単価①,支払単位①,交通費①,交通費支払単位①,支払情報①備考,雇用保険加入②,社会保険加入②,支払単価②,支払単位②,交通費②,交通費支払単位②,支払情報②備考,雇用保険加入③,社会保険加入③,支払単価③,支払単位③,交通費③,交通費支払単位③,支払情報③備考,予定期間,終了予定日,期間備考,休日[月],休日[火],休日[水],休日[木],休日[金],休日[土],休日[日],休日[祝],休日[シフト],長期休暇[ゴールデンウィーク],長期休暇[年末年始],長期休暇[お盆休み],休日備考,勤務時間①,実働時間①,休憩時間①,残業(時間/月),勤務時間備考,勤務時間②,実働時間②,休憩時間②,勤務時間③,実働時間③,休憩時間③,最寄り駅,駅からの所要時間,最寄りバス停,バス停からの所要時間,車通勤（可能）,交通通勤備考,駐車場,作成ステータス,求人取り下げの理由,求人掲載サイト,起算日,資格要件,資格名,経験要件,経験内容,性別要件,年齢要件,制服支給の有無,支給物,自身で準備するもの,服装,その他髪色,職場の雰囲気・備考,男女比,年齢比率,紹介後,直接雇用切替時期,月収例（下限）,月収例（上限）,年収例（下限）,年収例（上限）,昇給・賞与等・待遇,休日・休暇,その他
森山 仁尚,HC,hc-0458,本社 営業企画部,民間事業,共和美研,一般派遣,1,株式会社共和美研,〒805-0071 福岡県北九州市八幡東区東田１丁目７−７ ＨＯＴＥＬ ＡＺ,,,,,,,,404旅館・ホテル・乗物接客員,"ビジネスホテルの客室清掃・ベッドメイキング等
〇風呂、床、机の清掃　〇シーツ、枕の取り換え
",禁煙(屋内全面),1500,時給,19,,,,,,,,,,有,無,1200,時給,,,,,,,,,,,,,,,,,,短期,,1ヶ月の短期ですが、延長になる可能性もあり、その際、1ヶ月更新,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,週休4日（週3日出勤）,10：00-15：00,5時間,なし,なし,,,,,,,,八幡駅,徒歩7分,,,可,,なし,再発注,,,2023/05/01,不問,,不問,,不問,,あり（自己負担無し）,制服,,,,ホテルAZ内の客室清掃,,,,,,,,,,,
森山 仁尚,PA,pa-1226,本社 営業企画部,民間事業,ナフコ,一般派遣,1,株式会社ナフコ小倉北店レジor早朝スタッフ,福岡県北九州市小倉北区末広２丁目１−５,,,,,,,,ホームセンター内での販売業務（323小売店販売員）,"①ホームセンターの売場レジ
②早朝開店スタッフ　

※①②いずれか",禁煙(屋内全面),1680,時給,16,扶養内の場合は24％,,,,,,,,,有,有,1180,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,日数相談可能（週2日以上）,8：00-20：00,相談可,相談可,なし,開店スタッフは6：30～で相談可,,,,,,,,,,,可,,あり（無料）,再発注,,,2023/05/01,不問,,不問,,不問,,あり（自己負担無し）,エプロン,,,,"車通勤の便利な場所ですが公共の交通機関では通勤困難です。
時間帯など、そもそも決まってなく希望の時間帯、日数は希望を相談頂くスタイルとなってます。

【コーディーメモ】
シフト例（最低ライン）について
・実働2H~×週3日～
・実働4H×週2日～
※フルも可能だが、②にはあまり求められてないかも？とのこと。",,,,,,,,,,,
森山 仁尚,HC,hc-0388,本社 営業企画部,民間事業,荒木工業,紹介予定派遣,1,株式会社荒木工業,北九州市戸畑区中原先の浜46番地72号,,,,,,,,537金属溶接・溶断工　604輸送用機械器具整備・修理工（604-01鉄道車両修理工）,"①鉄鉱を溶鉱炉で溶かしたものを移す鍋のヒビ、穴あきの点検と修理
　・穴あき修理は溶接など行います
　　　ガス溶接・アーク溶接・半自動溶接など

②運搬用貨車の検査および整備・修理
　・車で言う車検のようなもので、点検、整備、修理を行いメンテナンスを行います。
　　※ペンキ塗ったり、溶接もあり",禁煙(屋内全面),2060,時給,22,,,,,,,,,,有,有,1380,時給,,,"537金属溶接・溶断工（R5　1,213円）クリア　604輸送用機械器具整備・修理工(R5　1,196円)クリア",,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,繁忙時は土日も業務がある為、出勤して給与を稼ぐことも可能。日本製鉄の構内カレンダーにより変動になる可能性もあり,8：30-17：00,7.75時間,45分,なし,,,,,,,,九工大駅前,徒歩10分,,,可,現場は駐車場無し。会社に来て乗り合わせて移動も可能,あり（無料）,再発注,,,2023/05/01,不問,,不問,,不問,40代前半まで,なし,,作業着（綿製）　シャツ（綿製）　防護メガネ　防塵防毒マスク　安全靴　健康診断結果,,,"小休憩を10時と15時などに10分程度づつ入れる事もあるが休憩カウントには含まない

日本製鉄構内での仕事です。
中原門を入って数分の場所。

【就業開始までの流れ】
荒木工業面談（採用）➡健康診断表を日本製鉄に申請（許可）➡構内講習➡現場構内研修➡就業
※現在、コロナの影響で講習人数を少数づつに制限している為、就業出来るまで10日～2週間かかる場合もあります。

【通勤について】
構内勤務の為、構内へ車での通勤は出来ませんが、八幡西区の荒木工業へ車で来ていただければ無料駐車場有。その際、乗り合わせで構内まで移動する為、7：10に出発するまでに到着しておくことが必要。


【溶接について】
業務に慣れてから溶接の仕事も行いますので資格を取って頂きます。費用は荒木工業負担となります。",,,正社員,6か月後,"231,000円","252,000円",,,"◎上記月収は日給月給の為　11,000円/日×21日（仮で計算してます）　◎賞与については業績次第になります。",土日（日本製鉄構内カレンダーにより変動あり）,資格取得者であるかや、それまでの能力評価により雇用後の給与が決定になります
森山 仁尚,HC,hc-0403,本社 営業企画部,民間事業,ハマテック,一般派遣,2,ハマテック株式会社,〒811-4312　福岡県遠賀郡遠賀町浅木3丁目28-14,,,,,,,,528 数値制御金属工作機械工　マシニングセンター機械オペレーター,"●精密金属加工
マシニングセンターの操作を行い精密金属（機械部品など）を作る仕事です。",喫煙室あり(屋外),2700,時給,20,528 数値制御金属工作機械工　マシニングセンター機械オペレーター　（Ｒ5　1148円　クリア）,,,,,,,,,有,有,1790,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,※会社カレンダーにより土曜日出社になるときもあります,9：00-18：00,8時間,1時間,なし,,,,,,,,,,,,可,,あり（無料）,再発注,,,2023/05/01,不問,,必須,マシニングセンター操作の経験者,不問,50歳まで,あり（自己負担あり),作業着上下,安全靴,,,,,,,,,,,,,,
森山 仁尚,PA,pa-1208,本社 営業企画部,民間事業,AWPジャパン,紹介予定派遣,1,AWPジャパン株式会社/アウトバンド紹介予定派遣,北九州市小倉北区堺町2-3-20太陽生命小倉TMビル５階,,,,,,,,電話対応（架電業務＆一部受電業務　※システム入力含む　256電話応対事務員,"※紹介予定派遣
取り扱う輸入車は、ベンツ、BMWなどの一般高級車ではなく　さらに上の超高級車とのこと（俗にいうスーパーカーのような自動車）
■インプットオペレーター（入力業務および電話対応業務）
・輸入車のカタログ発行・見積・試乗希望のお客さまへ架電し、アンケートを聴取後にシステム入力
・輸入車の既存オーナー様へ架電し、車検・点検の入庫促進、買い替え促進のご案内、システム入力
・販売店、お客さまからのアンケートや入力内容による問い合わせ対応(折り返し入電の対応)
・ロードサービス事業者より請求されるロードサービス費用の精査業務",喫煙室あり(屋外),1750-1800,時給,14-15,紹介料金込みの利益率16～17％,,,,,,,,,有,有,1250,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,9：00-18：00,8時間,1時間,なし,,,,,,,,,,砂津,徒歩3分,不可,,なし,再発注,,,2023/05/01,歓迎,,歓迎,,不問,,なし,,,ジーンズOK,,"■求める人材（理想）
・        タッチタイピングが可能な方(スムーズなPC操作が可能な方)
・        ルールを把握し必要なタイミングでエスカレーションができる方(自己判断をしない)
・        柔軟な思考で臨機応変な対応ができる方
・        意欲的に業務に取り組み、スピードを意識した作業ができる方
・        勤怠遵守できる方
＜＜歓迎するスキル・経験＞＞
・        ディーラー経験者、コールセンター経験者
・        PCスキル:ワード、エクセルの入力
■研修
研修内容・・・基本業務情報、通話記録作成、システム操作、電話機操作、応対話法
研修期間・・・座学とOJTで合計2週間　※研修カリキュラムや習熟度により期間変動あり
2日間の座学の後、現場でトレーニング・OJTを実施し基礎を学んで業務知識を深めていただきます


■契約について
注意）契約更新は、慣れてくるまで１ヶ月更新（勤怠・勤務成績・業務態度などから総合的に判断し継続更新しない場合もあります）

■その他
・        全日カジュアルな服装で勤務可能(ジーパン、スニーカー等もOK)
・        休憩室、救護室、ロッカー、ウォーターサーバー、オフィスグリコ完備
・        閑散期は事務作業や他チームの業務を手伝っていただく可能性があります
",,,正社員,6か月後,,,260万円,290万円,年収に込み,,
森山 仁尚,PA,pa-1204,本社 営業企画部,民間事業,ナフコ,一般派遣,1,株式会社ナフコ小倉南店/販売,小倉南区上葛原1丁目16番1号,,,,,,,,ホームセンター内での販売業務（323小売店販売員）,"・家具売り場での販売（TWO-ONEスタイル）
　会計・商品陳列　等
・作業関連工具・道具売り場での販売（WORKスタイル）
　会計・商品陳列　等",禁煙(屋内全面),1650,時給,13,"開始3ヶ月目より請求1,680円 利益率14％ ※有給含まず17％",,,,,,,,,有,有,1200,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,9：00-17：00,7時間,1時間,なし,9～20時の間で7時間。シフト自由な方歓迎だが相談可能,10：00-18：00,7時間,1時間,12：00-20：00,7時間,1時間,,,,,可,,あり（無料）,再発注,,,2023/05/01,不問,,歓迎,接客経験者歓迎,不問,40代まで,あり（自己負担無し）,,,,,"サンリブシティ近くのホームセンターナフコ（大型店舗での業務）です。
・レジ業務は充足している為、外の業務でのご依頼です。

・時間帯は相談可能。（但し、紹介時に空きの時間帯があれば）
・一旦、他店舗での金額をお伝えしてますが、この金額より、上げることも下げることも人物次第との事でした。
請求金額については、紹介時に一緒に賃金を提示し、その金額に見合う人であるかを一緒に判断するとの事。

",,,,,,,,,,,
森山 仁尚,HC,hc-0457,本社 営業企画部,民間事業,九倉,一般派遣,1,株式会社九倉（宮若）/倉庫作業,宮若市上有木1183-1,,,,,,,,753倉庫作業　,トラック運転手が荷下ろしをしている場所から、各輸送先店舗ごとに所定の場所までキャリーや、カーゴなどにいれて運び行き先ごとの場所へ運ぶ。,喫煙室あり(屋外),1600,時給,20,,,,,,,,,,有,無,1200,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,週４日勤務,6：30-10：30,4時間,0,なし,,,,,,,,,,,,可,,あり（無料）,再発注,,,2023/05/01,不問,,不問,,不問,,なし,,作業着など動きやすい服・安全靴,,,"年齢不問・性別不問です。
今回、女性のパートタイムで働きやすい設定で交渉しました。
男性については、時間短く収入が低いと思いますが、パートの主婦のかたにとっては良い条件と思いますので、女性推しでお願いします。
",,,,,,,,,,,
森山 仁尚,PA,pa-1195,本社 営業企画部,民間事業,社会福祉法人鈴の音会,一般派遣,1,障害者支援施設　あおばの里/総合事務,直方市大字頓野字臼井627番地1,,,,,,,,257総合事務員　,"・物品等の在庫管理及び発注
・郵便物等の発送、受取　等
・タイムカード等の管理
・書類の整理
・電話応対
・その他雑務",禁煙(屋内全面),1650,時給,17,,,,,,,,,,有,有,1150,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,上記のように休み日が変動します。週６日勤務となりますが、６日目（週４０時間超）の場合、時給は２５％増（1.25倍）となります。,8：15-17：00,8時間,45分,なし,,,,,,,,,,,,可,,あり（無料）,再発注,,,2023/05/01,不問,,不問,,不問,30代前半,あり（自己負担無し）,,,,,"年齢２３歳の方が教える為、５０代の方を紹介した際、はねられた。
年齢不問とはいえ、教える方が若い為、２０代３０代が良いようです。

職場の人の年代　・20代 3割　・30代 2割　・40代 1割　・50代 1割　・80代以上 3割
人数　36名
退職補充",,,,,,,,,,,
森山 仁尚,PA,pa-0434,本社 営業企画部,民間事業,ナフコ,一般派遣,1,株式会社ナフコ八幡東店/園芸売場サポート（フォーク男性）,北九州市八幡東区東田1丁目2-20,,,,,,,,園芸売場サポート　フォークリフト免許必須,"園芸用品コーナーにて、植物のお世話をするグリーンスタッフ（お客様の相談にのっていただきます）
売場サポートスタッフはグリーンスタッフの補助

入荷時の荷物降ろし業務もあり",禁煙(屋内全面),1650,時給,13,3か月目より　1680円　14％　（有休含まず17％）,,,,,,,,,有,有,1200,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,12：00-20：00,7時間,1時間,なし,,,,,,,,,,,,可,,あり（無料）,再発注,,,2023/05/01,必須,フォークリフト,不問,,男性,,,,,,,フォークリフトの免許があれば、園芸知識必要なし,,,,,,,,,,,
森山 仁尚,HC,hc-0400,本社 営業企画部,民間事業,新菱,一般派遣,1,新菱二島（電子加工部）/目視検査,北九州市若松区南二島5-1-13,,,,,,,,【リードフレームめっき処理の目視検査】632電気機械器具検査工,"半導体基盤などで使用するリードフレーム（5ｃｍ　✕　20ｃｍ程度）のめっきを行っている工場です。
そのめっき処理がしっかり出来ているか検査を行います。
細かなバリやメッキのむらなどの以上がないかを目視で検査する工程です。
研修の中で、検査のコツもお伝えしますので、実践あるのみ。
3ヶ月から1年かけて1人前になっていただきます。",禁煙(屋内全面),1900,時給,18,,,,,,,,,,有,有,1300,時給,,,,,,,,,,,,,,,,,,長期,,約1年後に先方雇用の話が上がる可能性有,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,※土曜は生産状況により交代で出勤）　祝日は基本出勤とし代わりの休みを平日どこかで取得。,8：30-17：15,7.75時間,1時間,20時間,,,,,,,,,,,,可,,あり（無料）,再発注,,,2023/05/01,不問,,不問,,女性,42歳くらいまで,あり（自己負担無し）,,,,,"検査工程は経験が必要なため、長期勤務希望者を希望。
・自動車通勤可
・職場の若返り目的のため、20代から30代希望。精一杯で40代前後。
・細かなものを見る為、老眼のある方は、ご遠慮下さい。
・1年後社員登用の可能性有",,,,,,,,,,,
森山 仁尚,HC,hc-0447(派遣) ,本社 営業企画部,民間事業,社会福祉法人春秋会,一般派遣,1,特別養護老人ホーム好日苑/調理師,北九州市門司区大里戸ノ上4丁目1-40,,,,,,,,調理師　391調理人,"介護施設での入居者への食事に関する業務
仕込み、調理、盛付、片付け、カートでの配膳　他

①派遣3か月パターン
②派遣期間で良い方の雇入れパターン
③人材紹介パターン
計３パターン",禁煙(屋内全面),1800,時給,22,,,,,,,,,,有,有,1200,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,月9日　但し2月は月8日,9：00-15：00,8時間,1時間,なし,,8：30-17：30,8時間,1時間,10：00-19：00,8時間,1時間,,,,,可,,あり（無料）,再発注,,,2023/05/01,必須,調理師,不問,,,,あり（自己負担無し）,,,,,"朝・夕　１１０食　
昼　　　１５０食

の食事の用意となります。",,,,,,,,,,,
森山 仁尚,HC,hc-0447(派遣) ,本社 営業企画部,民間事業,社会福祉法人春秋会,人材紹介,1,特別養護老人ホーム好日苑/調理師,北九州市門司区大里戸ノ上4丁目1-40,,,,,,,,調理師　391調理人,"介護施設での入居者への食事に関する業務
仕込み、調理、盛付、片付け、カートでの配膳　他

①派遣3か月パターン
②派遣期間で良い方の雇入れパターン
③人材紹介パターン
計３パターン",禁煙(屋内全面),0,時給,0,,,,,,,,,,有,有,0,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,月9日　但し2月は月8日,9：00-15：00,8時間,1時間,なし,,8：30-17：30,8時間,1時間,10：00-19：00,8時間,1時間,,,,,可,,あり（無料）,再発注,,,2023/05/01,必須,調理師,不問,,,,あり（自己負担無し）,,,,,"朝・夕　１１０食　
昼　　　１５０食

の食事の用意となります。

紹介料40万か48万",,,正社員,3-6か月後,"155,000円","205,000円",,,賞与年2回,,
森山 仁尚,HC,hc-0445,本社 営業企画部,民間事業,興洋商会,一般派遣,1,株式会社洋商会/製造作業,北九州市小倉北区西港町122-11,,,,,,,,756荷造作業員,"【主な仕事内容】
◆精密機械の輸出梱包作業
◆製造装置を木枠で梱包(固定･保護する作業)
",禁煙(屋内全面),1780,時給,19,,,,,,,,,,有,有,1200,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,土曜は隔週出勤,8：15-17：15,7.5時間,90分,32,②は土曜日の勤務時間,8：30-14：45,5時間,75分,,,,,,,,可,,あり（無料）,再発注,,,2023/05/01,不問,,不問,,男性,30代まで,あり（自己負担無し）,ポロシャツ、ブルゾン,,,,"＜倉庫内でのモクモク梱包作業のお仕事＞
倉庫内でのコツコツモクモク作業です｡まずは先輩社員の作業補助や作業準備などからスタート｡少しずつ業務範囲を広げていきます｡最初は先輩がついて指導するので安心｡ベテラン社員が多いので､不明点があれば何でも聞いてください！

制服支給は定着後になるので1週間から10日は自前でポロシャツ、作業着、安全靴を用意する",,,,,,,,,,,
森山 仁尚,HC,hc-0371,本社 営業企画部,民間事業,日本通運,一般派遣,1,日本通運株式会社（門司）/配送助手,福岡県北九州市門司区大里新町11-2,,,,,,,,配送助手753陸上荷役・運搬作業員,"コンテナ配送の際、助手席に同乗し、配送のサポートを行う。
コンテナは誘導や、コンテナの荷物の卸詩や積み替え",禁煙(屋内全面),1800,時給,20,,,,,,,,,,有,有,1200,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4週2休,8：00-17：00,8時間,1時間,20,,20:00-5:00,8時間,1時間,,,,,,,,可,,あり（無料）,再発注,,,2023/05/01,不問,,不問,,不問,,あり（自己負担無し）,ポロシャツ、ブルゾン,,,,難しい作業ではなく、だれでもできる業務,,,,,,,,,,,
田代 健志,PA,pa-0581,本社 営業企画部,民間事業,トヨタレンタリース博多,一般派遣,1,トヨタレンタリース博多　八幡西店　/　受付,〒806-0049 福岡県北九州市八幡西区穴生２丁目８−２,,,,,,,,レンタルスタッフ（受付業務）,"店舗での受付、お客様応対業務
                                
主業務・レンタカー受付・貸渡し業務
        　（予約受付・TEL対応）
       　 ・レンタカーの洗車・車内清掃
        　・店舗間の車両配送・回送
      　  ・顧客先企業への車両配送・回送
副業務・店舗清掃

6シフト制　①7:30〜　②7:45～　 ③8:00〜　④9:00〜　⑤10:00〜　⑥11:20〜",喫煙室あり(屋外),1750,時給,17,,,,,,,,,,有,有,1220,時給,"実費（月額30,000円まで。規定による）",,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,上記参照,7時間40分,1時間,15,営業時間は8：00～20：00,,,,,,,,,,,可,,あり（無料）,再発注,,,2023/05/19,必須,普通自動車免許（AT限定可）,歓迎,"・接客、事務経験
・日常的に運転をされている方
・高校卒業程度",不問,30歳まで,あり（自己負担無し）,"・女性のみ（男性はスーツ自前）
・男女ともに防寒ブルゾン支給",スニーカー,,,"店舗の社員さんは20名程度。

１年以上～１年３ヵ月の方を『派遣社員→正社員』
（四半期毎:４月、７月、１０月、１月に登用予定）",,,,,,,,,,,
森山 仁尚,HC,hc-411,本社 営業企画部,民間事業,三和商運,紹介予定派遣,1,株式会社三和商運,北九州市若松区本町1丁目14-14,,,,,,,,272出荷･受荷係事務員,事務所内で原料を運んでくるトラックの受付処理を行ない、運搬する倉庫への誘導案内を行って頂きます。,禁煙(屋内全面),1750,時給,20,,,,,,,,,,有,有,1200,時給,,,,,,,,,,,,,,,,,,長期,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,8：30-17：00,7.5時間,1時間,15,,,,,,,,,,,,可,880円/日,あり（有料),再発注,,,2023/05/19,必須,普通自動車運転免許,不問,,男性,40代まで,あり（自己負担無し）,上下　作業服,,,,"日揮触媒化成構内での業務となります。
今回、弊社スタッフの6/末退職による入れ替えとなりますが、その時のオーダーは男性スタッフを希望されてましたが、女性で事務経験も少ししかなかった方でも採用して頂きました。
パソコン入力は必要ですが、かならずしもしっかりとした事務経験がなくても大丈夫です。
",,,,,,,,,,,
森山 仁尚,PA,pa-1257,本社 営業企画部,民間事業,國冨,紹介予定派遣,1,國冨株式会社　北九州営業所,北九州市門司区西海岸２丁目４番24号,,,,,,,,事務業務　※257総合事務員　263経理事務員,"潜水事業を行っている企業での事務業務全般
・集計、伝票整理、出納業務、経理補助
・パソコンでの書類作成、（海上保安局や港湾局へ提出する書類の作成など。内容は誰でもできる簡単内容とのこと）
・商品販売事務　（潜水服などの制作や販売も行っている為、売上処理など。）
・来客応応接対応（お茶出しなど）

先方より頂いた業務詳細別途あり、後ほどメールにて送信します",喫煙室あり(敷地内),1880,時給,22,,"直接雇用時紹介料　990,000円",,,,,,,,有,有,1250,時給,,,,,,,,,,,,,,,,,,長期,,派遣期間は最長6ヶ月,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,9：00～17：00　※9～16時の実働6時間でも相談可能,7時間,1時間,なし,,直接雇用の際　8：30～17：30,,,,,,門司港駅,徒歩15分,,,可,,あり（無料）,新規作成,,,2023/06/01,必須,自動車免許（ペーパーはNG),歓迎,事務経験・経理経験　なくても可能,不問,30代まで,なし,,,オフィスカジュアル,,"5/17現状
ハローワークより27歳　他社より20代半ばの方の提案があり、年齢が高いより低い方がベストとのことで今回47歳の方は会わずしてお断りされました

●他社2社にも声をかけているようです。
●5/26(金)を一旦の締め切りとの事。

事務所は国道199号線沿いにある2階建ての建物。
ルートインの真横で逆サイドはディスカウントドラッグコスモスで間に挟まれた場所にあります。
所長は陽気で大らかな方です。
出張にて所長を含むダイバーは事務所にいることが少なく、そのため、女性2名で常駐する事となります。

ちなみに現事務員の年齢51歳の方です。

業務自体は、ものすごく簡単で、ゆったりとしているとの事。
たまに西銀や海上保安局、港湾局に行って頂く事がありますのでペーパードライバーはNGです。

",,,正社員,6ヶ月後,"182,500円","207,000円",330万,,"賞与前年実績（4.97カ月分）　昇給前年実績（1月あたり3,500～5,000円）　
その他　車両手当：会社の車を運転する事に対して支給　家族手当：扶養配偶者1万2千円、他扶養5千円",土日祝　※雇用後は会社カレンダーによる土曜日,
穂束 和美,PA,pa-1262,本社 営業企画部,民間事業,東洋電機工業所,人材紹介,1,株式会社東洋電機工業所　,北九州市八幡西区則松1丁目7-10,,,,,,,,設計係,"ポンプ他、水処理機械装置の設計、作図、各種試験
その他設計技術に関わる業務
※入社後、1年間は工場でのポンプの組立・解体・修理を経験しポンプの知識を習得していただきます。",禁煙(屋内全面),0,時給,0,,,,,,,,,,有,有,0,時給,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,8：15-17：15,8時間,1時間,なし,,,,,,,,折尾駅,15分,,,可,,あり（無料）,新規作成,,,2023/06/01,必須,高専卒以上、普通自動車運転免許、PC基本操作,歓迎,5トン限定中型自動車運転免許,男性,20代（キャリア形成のため）,あり（自己負担無し）,,,,,,,,正社員,,"210,000円","400,000円",330万円,640万円,賞与：年2回　夏・冬　通勤手当：あり（上限14000円）,日祝休み　土曜日は対2～3日休み　年間105日　夏季休暇、年末年始休暇,
穂束 和美,PA,pa-1263,本社 営業企画部,民間事業,東洋電機工業所,人材紹介,1,株式会社東洋電機工業所　,北九州市八幡西区則松1丁目7-10,,,,,,,,資材係,"購買、調達、能井管理等の購買に関わる業務
PC入力
材料、部品調達のため、外出用務あり（社用車使用/八幡西区内）
運転可能な免許をお持ちの方は2トントラックを運転していただく場合があります。
※入社後、1年間は工場でのポンプの組立・解体・修理を経験しポンプの知識を習得していただきます。",禁煙(屋内全面),0,時給,0,,,,,,,,,,有,有,0,時給,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,8：15-17：15,8時間,1時間,なし,,,,,,,,折尾駅,15分,,,可,,あり（無料）,新規作成,,,2023/06/01,必須,高専卒以上、普通自動車運転免許、PC基本操作,歓迎,5トン限定中型自動車運転免許,男性,20代（キャリア形成のため）,あり（自己負担無し）,,,,,,,,正社員,,"180,000円","350,000円",288万円,560万円,賞与：年2回　夏・冬　通勤手当：あり（上限14000円）,日祝休み　土曜日は対2～3日休み　年間105日　夏季休暇、年末年始休暇,
穂束 和美,PA,pa-1197,本社 営業企画部,民間事業,西部興産,紹介予定派遣,1,株式会社西部興産,福岡県遠賀郡遠賀町今古賀478-2,,,,,,,,タクシー会社での経理事務/紹介予定,"会計ソフトを利用した経理事務
給与計算、売り上げの入力報告、社会保険関係の書類作成、請求支払処理
電話・来客対応",喫煙室あり(敷地内),1780,時給,20,,,,,,,,,,有,有,1220,時給,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,※月初・月末の土曜日は出勤あり,8：00～17：00,8時間,1時間,なし,,,,,,,,遠賀川駅,徒歩10分,,,可,,あり（無料）,再発注,,,2023/06/01,不問,,歓迎,事務経験　PC基本操作,不問,20代～50代（50代後半も可能）,なし,,,オフィスカジュアル,,,,,正社員,,"170,000円","170,000円",212.5万円,,賞与有 前年度実績有り賞与月数 0.50ヶ月,派遣時と同じ,
穂束 和美,PA,pa-1261,本社 営業企画部,民間事業,東洋電機工業所,人材紹介,1,株式会社東洋電機工業所　,北九州市八幡西区則松1丁目7-10,,,,,,,,営業事務（業務課）,"営業担当者からの製品・部品の納期や在庫状況の対応
受注に関するデータ入力と請求書作成業務
※入社後、1年間は工場でのポンプの組立・解体・修理を経験しポンプの知識を習得していただきます。",禁煙(屋内全面),0,時給,0,,,,,,,,,,有,有,0,時給,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,8：15-17：15,8時間,1時間,なし,,,,,,,,折尾駅,15分,,,可,,あり（無料）,新規作成,,,2023/06/01,必須,高専卒以上、普通自動車運転免許、PC基本操作,,,男性,20代（キャリア形成のため）,あり（自己負担無し）,,,,,,,,正社員,,"210,000円","400,000円",330万円,640万円,賞与：年2回　夏・冬　通勤手当：あり（上限14000円）,日祝休み　土曜日は対2～3日休み　年間105日　夏季休暇、年末年始休暇,
